,tweet,prediction
1640,disappointed united states supreme court great country,sadness
1641,new peter strok texts undermine official narrative start russia collusion investigation,happiness
1642,wisconsin big rigged vote,happiness
1643,tommy popular ever hero,happiness
1644,great champion man courage republican senators follow lead,happiness
1645,democrats would never put presidential election stolen republicans,surprise
1646,released data shows many thousands noncitizens voted nevada totally ineligible vote,happiness
1647,veto defense bill make china unhappy love must section 230 termination,happiness
1648,nothing potential prosecution hunter biden biden family fake news,worry
1649,time stock market high vaccine vaccine rollout getting best reviews moving along reall,happiness
1650,michigan fraud witness totally debunks dominion ceo brutal,worry
1651,chris rebs totally excoriated proven wrong senate hearing fraudulent 2020 election massive,worry
1652,former united states solicitor general ken starr pennsylvania flagrantly violated laws ahead election,worry
1653,senate hearings going live fraudulent 2020 election took place,worry
1654,perhaps biggest difference 2016 2020 despite fact went 63 000 000 vote,happiness
1655,believe badly ratings played right hands radical left demo,worry
1656,ridiculous unfair people never make stand,anger
1657,study dominion machines shifted 3 trump votes biden far votes needed sway election flora,worry
1658,trump allies slam mitch mcconnell congratulating biden via mitch 75 000,happiness
1659,poll 92 republican voters think election rigged,worry
1660,franklin graham grateful god last four years via thank franklin,happiness
1661,corruption despite corruption,happiness
1662,mo brooks trump electoral college part surrender caucus fight i,anger
1663,tremendous evidence pouring voter fraud never anything like country,worry
1664,68 error rate michigan voting machines law tiny percentage one percent michigan secre,worry
1665,tremendous problems found voting machines far ridiculous able take landslide,worry
1666,thank kevin many trump votes routed biden highly respected michigan judge released epic repo,happiness
1667,big news dominion voting machines disaster country changed results landslide,worry
1668,deputy attorney general jeff rosen outstanding person become acting attorney general highly respected,worry
1669,nice meeting attorney general bill barr white house relationship i,happiness
1670,wow report shows massive fraud election changing result,surprise
1671,first vaccine administered congratulations usa congratulations world,happiness
1672,swing states stop counting middle night waited find ou,worry
1673,great honor,happiness
1674,fool governor georgia could easy hard way de,worry
1675,democrats weakened signature verification safeguards georgia played,happiness
1676,oh going good news even indians cancel culture work,worry
1677,people working white house receive vaccine somewhat later program unless specifically nec,happiness
1678,vaccines shipped way five years ahead schedule get well usa get well world love,happiness
1679,place detroit philadelphia milwaukee atlanta pittsburgh elsewhere swing state cases,anger
1680,many others voted illegally also machine glitches another word fraud ballot harvesting non res,happiness
1681,swing states found massive voter fraud cannot legally certify votes compel,surprise
1682,chickened want rule merits case bad country,sadness
1683,fact supreme court find standing original jurisdiction matter multiple states,worry
1684,tens millions haphazardly ballots sent people getting two three four ballots never give,happiness
1685,rings run state voting apparatus caused us problem allowing democrats blatantly,worry
1686,biggest winner new defense bill china veto,happiness
1687,corrupt election history,worry
1688,states politicians confirm election corruption irregularities documented throughout swing state hustle,anger
1689,drug companies going crazy putting nasty ads asking withdraw favored nation executive,anger
1690,lockdowns democrat run states absolutely ruining lives many people far damage,worry
1691,thank mark big numbers found arizona must win country,happiness
1692,simply want get great people 2000 rather measly 600 bill also stop bi,happiness
1693,young military man working afghanistan told elections afghanistan far secure much bett,happiness
1694,supreme court totally incompetent weak massive election fraud took place,worry
1695,hell durham report spied campaign colluded russia others got caught,worry
1696,justice department fbi done nothing 2020 presidential election voter fraud bigger,happiness
1697,democrat presidential candidate election rigged amp stolen proof acts level never seen,surprise
1698,stand watch travesty bill happen without reigning big tech end section 230 bef,sadness
1699,740 defense bill gift china russia amp big tech fails terminate internationally dangerous se,happiness
1700,going make short speech service members world celebration christmas vide,happiness
1701,made many calls meetings trump international palm beach florida would politicians want i,happiness
1702,saved least 8 republican senators including mitch losing last rigged president election,worry
1703,twitter going wild flags trying hard suppress even truth shows dangerous,worry
1704,voter fraud conspiracy theory fact,worry
1705,maria show ratings better ever trying shame telling truth audience,sadness
1706,meeting florida today everyone asking republicans arms amp fighting fact,sadness
1707,one million americans already received china virus vaccine record pace,worry
1708,seeing massive voter fraud 2020 presidential election disagree anyone thinks strong,happiness
1709,friendly health advice iran one american killed hold iran responsible think,worry
1710,embassy baghdad got hit sunday several rockets three rockets failed launch guess fro,worry
1711,slow walking signature verification georgia want results get prior january it,anger
1712,statement donald i trump president united states full video,happiness
1713,pens op ed election saying accept joe biden president newt gingrich gets,worry
1714,republicans senate quickly forget right would 8 seats without backing la,worry
1715,democrats dumped hundreds thousands ballots swing states late evening rigged election,happiness
1716,distribution vaccines going smoothly amazing many people vaccinated record numbers,surprise
1717,conservatives call state legislators appoint new electors accordance constitution,worry
1718,republicans wisconsin take 3 strong decisions state legislators overturn ridic,worry
1719,wow voted big court decision voter fraud much despite many pa,worry
1720,two years ago great people wisconsin asked endorse man named brian hagedorn state supreme court,happiness
1721,able win january ith unless people allow signature verification pre,happiness
1722,governor puppet together secretary state georgia slow,worry
1723,big news coming pennsylvania big illegal ballot drop cannot accounted rigged election,worry
1724,president responsible direct payments americans couid 19 relief bill,worry
1725,david great guy patriot thank lauren,happiness
1726,greatest election fraud history country,happiness
1727,congress giving people stimulus bill fault fault china get done,anger
1728,martial law fake news knowingly bad reporting,happiness
1729,would bolton one dumbest people washington know person stupidly said tel,worry
1730,badly treated georgia republican governor republican secretary state must ha,worry
1731,watch election fraud,happiness
1732,lie year joe biden christina bomb,happiness
1733,want lockdowns cure cannot worse problem,worry
1734,entire world badly hurt china virus listen fake news lamestream media,worry
1735,happy helped get america beautifully open operating today congratulations al,happiness
1736,discussing possibility may china may could also hit ridiculous i,happiness
1737,cyber hack far greater fake news media actuality fully briefed everything,worry
1738,win election lost 6 swing states lot dumped hundreds thousands votes,sadness
1739,one trump administration great achievements future authorization start,happiness
1740,peter navarro releases 36 page report alleging election fraud sufficient swing victory trump,happiness
1741,congratulations modern vaccine available,happiness
1742,thank great men women driving storms week deliver million,happiness
1743,secretary state governor georgia called republicans allowing fulton county go,sadness
1744,governor georgia still called special session easy,happiness
1745,oh every day apologize,surprise
1746,republican senators get tougher republican party anymore the,worry
1747,well least happy pardoned scooter libby got great new senator state liz,happiness
1748,europe parts world hit hard china virus germany france spain italy partis,worry
1749,modern vaccine overwhelmingly approved distribution start immediately,happiness
1750,congressmen congresswoman elected believe forgot,worry
1751,imagine republicans stole presidential election democrats hell would break,worry
1752,votes needed win pennsylvania mention hundreds thousands votes cate,happiness
1753,group republican lawmakers pennsylvania say 200 000 votes counted 2020 election vote,happiness
1754,2000 great people 600 suffered enough china virus,worry
1755,removed brought home foreign lands nothing us disgraceful act cowardice tot,sadness
1756,weak tired republican leadership allow bad defense bill pass say goodbye vital section 230 te,sadness
1757,give people 2000 600 suffered enough,worry
1758,breaking news pennsylvania 205 000 votes voters alone flips state president trump,sadness
1759,good news couid relief bill information follow,worry
1760,see washington do january ith miss information follow,sadness
1761,behalf two great senators amp going georgia monday night january,happiness
1762,must see,worry
1763,increase payments people get rid pork,anger
1764,speaking america,surprise
1765,michigan ag dana vessel pursues sanctions lawyers questioning election via,worry
1766,2000 2000 plus family members 600 remember china fault,worry
1767,period time becomes another ugly chapter country history win,sadness
1768,courts bad fbi justice job united states election system looks like tha,worry
1769,fake signatures illegal immigrant voters banned republican vote watchers votes actual voters check,happiness
1770,time republican senators step fight presidency like democrats would actua,worry
1771,scoundrels toying great guy vote want announce quite ye,happiness
1772,even mexico uses voter,worry
1773,states want redo votes found voted fraud legislatures never approved let strong,happiness
1774,happened find 50 000 ballots late last night usa embarrassed fools election process,worry
1775,republican party importantly country needs presidency ever power veto stay strong,worry
1776,states want correct votes know based irregularities fraud plus corrupt proces,happiness
1777,sleepy eyes chuck todd happy fake voter tabulation process even get words straight sad watch,worry
1778,vice president comes us win presidency many states want decertify,sadness
1779,get smart republicans fight,sadness
1780,happened found another 4000 ballots fulton county go,worry
1781,looks like setting big voter dump republican candidates waiting see many votes need,worry
1782,speaking save america rally tomorrow ellipse 11am eastern arrive early doors open,happiness
1783,antifa terrorist organization stay washington law enforcement watching closely,happiness
1784,hope democrats even importantly weak ineffective rino section republican party,worry
1785,washington inundated people want see election victory stolen emboldened radical le,anger
1786,georgia get today vote,happiness
1787,reports coming 12th congressional district georgia dominion machines working cert,worry
1788,vice president power reject fraudulently chosen electors,worry
1789,see i,surprise
1790,georgia get vote two great senators important,happiness
1791,pleased announce amp joined great stopthesteal group senators,happiness
1792,way see soon,happiness
1793,heading georgia see soon,happiness
1794,surrender caucus within republican party go infamy weak ineffective guardians ou,worry
1795,acting thwart democratic process acting protect,happiness
1796,seen last months unprecedented amounts voter fraud true,happiness
1797,certify election numbers certified verifiably wrong see real number,worry
1798,sorry number votes swing states talking large totally outcome dete,worry
1799,amp world,happiness
1800,swing states even come close following dictates state legislatures states elect,anger
1801,trump speaks state legislators call decertifying election via,worry
1802,historic day,sadness
1803,something doctor faci revered lamestream media great professional done say such,happiness
1804,georgia election data revealed shows 17 000 votes illegally flipped trump biden,happiness
1805,spoke secretary state brad raffensperger yesterday fulton county voter fraud georgia,surprise
1806,republicans georgia must careful political corruption fulton county rampant governor,worry
1807,number cases deaths china virus far exaggerated united states ride,worry
1808,vaccines delivered states federal government far faster administered,happiness
1809,gop senators join hawley objecting electoral college votes via,surprise
1810,true thanks josh,happiness
1811,attempt steal landslide win let happen,happiness
1812,see facts plenty come country love stopthesteal,happiness
1813,wow guess good go president everyone georgia knows got office,happiness
1814,mitch,worry
1815,civil war tucker carlson hits network epic post election monologue,happiness
1816,small portion votes give us big conclusive win georgia illegally destroyed,sadness
1817,done signature verification fulton county georgia deducted dead i,happiness
1818,make america great,happiness
1819,georgia monday night 9 00 i rally two great people amp get ready vote tuesday,happiness
1820,transparency medical pricing one biggest important things done american citizen,happiness
1821,historical purposes remember able get rid individual mandate unpopular expensive,worry
1822,states slow inoculate recipients despite successful large scale distribution vaccines,worry
1823,please remember got done,worry
1824,trump administration hospitals required effective immediately publish real price,happiness
1825,biden got votes like election,happiness
1826,herschel speaking truth,surprise
1827,thank madison,happiness
1828,republicans gotten rid section 230 defense bill problem neve,worry
1829,january ith see i,happiness
1830,therefore illegal invalid would include two current senatorial elections wisconsin,anger
1831,changes made voting process rules regulations many made hastily election therefore,happiness
1832,even discussing massive corruption took place 2020 election gives us far votes,happiness
1833,republican senate missed opportunity get rid section 230 gives unlimited power big tec,worry
1834,weekend daytime watchable switching,sadness
1835,great honor,happiness
1836,massive amounts evidence presented ith big,happiness
1837,big protest rally washington i take place 11 00 january ith vocational details follow stopthesteal,happiness
1838,hope see great governor south dakota run rino upcoming 2022,happiness
1839,sen josh hawley slams walmart tweet calling sore loser via america,worry
1840,finished year highest stock market history setting records 401k like said,happiness
1841,far votes needed flip georgia presidential race massive voter fraud took place the,worry
1842,puppet it governor secretary state disasters georgia let,surprise
1843,watching almost bad watching fake news new alternatives developing,happiness
1844,united states votes people voting lot travesty cannot allowed stand,worry
1845,january sixth see do,surprise
1846,twitter shadow banning like never disgrace weak ineffective political leadership refuses,worry
1847,thank great honor,happiness
1848,hearings atlanta georgia election overturn broadcast live via,happiness
1849,hearings atlanta georgia election overturn broadcast check many,worry
1850,federal government distributed vaccines states states administer get moving,happiness
1851,millions votes trump get anywhere close poll incoming president ever,sadness
1852,barack obama toppled top spot president trump claimed title year admired man,happiness
1853,new lott study estimates 11 350 absentee votes lost trump georgia another 289 000 excess fraudulent votes,happiness
1854,acts fraud irregularities well stay tuned,sadness
1855,quite frankly much chance like 7 8 9 presidential election rigged hu,worry
1856,wall street journal boring amp incoherent editorial fails mention big amp easy wins texas florida,worry
1857,consent decree signed secretary consent kemp perhaps even poorly negotiated,happiness
1858,love great state georgia people run governor secretary,happiness
1859,going allowed signature verification fulton county georgia process going,worry
1860,states distribute vaccines brought designated areas federal government,worry
1861,loeffler perdu support increasing relief payments ok via republicans,happiness
1862,unless republicans death wish also right thing must approve 2000 payments,worry
